"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"02/01/2019","2.465,29","2.497,88","2.500,28","2.456,42","10,99B","-1,15%"
"28/12/2018","2.493,90","2.483,62","2.505,11","2.478,32","11,92B","0,44%"
"27/12/2018","2.483,09","2.527,72","2.532,00","2.483,09","13,54B","-0,61%"
"26/12/2018","2.498,29","2.501,12","2.513,83","2.492,08","10,88B","-0,26%"
"25/12/2018","2.504,82","2.503,95","2.513,96","2.462,84","14,07B","-0,88%"
"24/12/2018","2.527,01","2.506,74","2.529,44","2.500,44","9,73B","0,43%"
"21/12/2018","2.516,25","2.526,55","2.527,42","2.498,69","11,57B","-0,79%"
"20/12/2018","2.536,27","2.544,51","2.554,86","2.516,02","12,06B","-0,52%"
"19/12/2018","2.549,56","2.578,68","2.579,87","2.547,08","10,77B","-1,05%"
"18/12/2018","2.576,65","2.583,63","2.599,15","2.563,57","11,70B","-0,82%"
"17/12/2018","2.597,97","2.587,26","2.598,97","2.573,87","11,74B","0,16%"
"14/12/2018","2.593,74","2.627,28","2.629,16","2.593,74","14,59B","-1,53%"
"13/12/2018","2.634,05","2.607,14","2.645,84","2.599,46","15,07B","1,23%"
"12/12/2018","2.602,15","2.608,11","2.610,01","2.595,07","10,35B","0,31%"
"11/12/2018","2.594,09","2.587,01","2.596,15","2.583,20","10,13B","0,37%"
"10/12/2018","2.584,58","2.589,19","2.599,76","2.576,24","11,32B","-0,82%"
"07/12/2018","2.605,89","2.609,34","2.614,58","2.599,28","10,91B","0,03%"
"06/12/2018","2.605,18","2.629,82","2.633,68","2.603,13","14,17B","-1,68%"
"05/12/2018","2.649,81","2.629,83","2.660,39","2.625,91","15,45B","-0,61%"
"04/12/2018","2.665,96","2.651,56","2.666,08","2.644,90","16,79B","0,42%"
"03/12/2018","2.654,80","2.647,13","2.665,30","2.629,18","20,75B","2,57%"
"30/11/2018","2.588,19","2.564,56","2.590,21","2.555,32","13,93B","0,81%"
"29/11/2018","2.567,44","2.613,78","2.617,55","2.567,44","15,72B","-1,32%"
"28/11/2018","2.601,74","2.575,45","2.601,96","2.561,56","14,60B","1,05%"
"27/11/2018","2.574,68","2.585,83","2.592,54","2.566,17","12,37B","-0,04%"
"26/11/2018","2.575,81","2.580,84","2.595,00","2.568,04","13,43B","-0,14%"
"23/11/2018","2.579,48","2.640,67","2.642,04","2.577,35","19,15B","-2,49%"
"22/11/2018","2.645,43","2.655,90","2.658,00","2.634,48","14,93B","-0,23%"
"21/11/2018","2.651,51","2.619,82","2.653,80","2.617,78","18,26B","0,21%"
"20/11/2018","2.645,85","2.684,29","2.690,83","2.643,36","21,59B","-2,13%"
"19/11/2018","2.703,51","2.681,90","2.703,51","2.674,18","23,17B","0,91%"
"16/11/2018","2.679,11","2.669,78","2.695,57","2.657,03","24,22B","0,41%"
"15/11/2018","2.668,17","2.632,14","2.668,17","2.631,89","20,78B","1,36%"
"14/11/2018","2.632,24","2.648,31","2.658,31","2.627,96","23,84B","-0,85%"
"13/11/2018","2.654,88","2.600,50","2.666,49","2.597,35","24,93B","0,93%"
"12/11/2018","2.630,52","2.593,20","2.631,17","2.590,21","17,50B","1,22%"
"09/11/2018","2.598,87","2.621,24","2.621,24","2.598,16","15,24B","-1,39%"
"08/11/2018","2.635,63","2.660,09","2.662,37","2.632,30","15,96B","-0,22%"
"07/11/2018","2.641,34","2.659,84","2.675,68","2.639,25","17,32B","-0,68%"
"06/11/2018","2.659,36","2.660,72","2.660,86","2.635,32","16,37B","-0,23%"
"05/11/2018","2.665,43","2.665,43","2.673,19","2.639,27","19,38B","-0,41%"
"02/11/2018","2.676,48","2.649,25","2.676,48","2.628,87","22,50B","2,70%"
"01/11/2018","2.606,24","2.617,03","2.636,80","2.603,65","20,09B","0,13%"
"31/10/2018","2.602,78","2.573,01","2.612,92","2.567,03","18,06B","1,35%"
"30/10/2018","2.568,05","2.538,57","2.586,92","2.521,78","16,67B","1,02%"
"29/10/2018","2.542,10","2.593,59","2.595,54","2.529,19","13,42B","-2,18%"
"26/10/2018","2.598,85","2.610,90","2.626,12","2.580,85","15,89B","-0,19%"
"25/10/2018","2.603,80","2.540,93","2.606,10","2.531,53","16,20B","0,02%"
"24/10/2018","2.603,30","2.579,97","2.640,40","2.577,77","16,01B","0,33%"
"23/10/2018","2.594,83","2.652,65","2.659,81","2.583,26","17,83B","-2,26%"
"22/10/2018","2.654,88","2.565,64","2.675,41","2.565,64","21,19B","4,09%"
"19/10/2018","2.550,47","2.460,08","2.553,39","2.449,20","14,73B","2,58%"
"18/10/2018","2.486,42","2.544,91","2.544,91","2.485,62","12,54B","-2,94%"
"17/10/2018","2.561,61","2.574,31","2.582,55","2.517,57","13,00B","0,60%"
"16/10/2018","2.546,33","2.567,76","2.597,72","2.536,44","11,94B","-0,85%"
"15/10/2018","2.568,10","2.605,91","2.611,97","2.564,74","11,86B","-1,49%"
"12/10/2018","2.606,91","2.574,04","2.615,92","2.536,67","17,01B","0,91%"
"11/10/2018","2.583,46","2.643,07","2.661,29","2.560,32","19,72B","-5,22%"
"10/10/2018","2.725,84","2.723,72","2.743,55","2.703,06","11,35B","0,18%"
"09/10/2018","2.721,01","2.713,73","2.734,31","2.711,20","11,68B","0,17%"
"08/10/2018","2.716,51","2.768,21","2.771,94","2.710,18","14,95B","-3,72%"
"28/09/2018","2.821,35","2.794,26","2.821,76","2.791,84","13,43B","1,06%"
"27/09/2018","2.791,77","2.805,79","2.810,51","2.786,32","12,40B","-0,54%"
"26/09/2018","2.806,81","2.785,32","2.827,34","2.783,34","13,96B","0,92%"
"25/09/2018","2.781,14","2.775,07","2.790,03","2.771,16","11,20B","-0,58%"
"21/09/2018","2.797,48","2.733,87","2.797,49","2.722,03","15,80B","2,50%"
"20/09/2018","2.729,24","2.732,17","2.743,96","2.724,08","11,14B","-0,06%"
"19/09/2018","2.730,85","2.694,80","2.746,08","2.690,99","14,16B","1,14%"
"18/09/2018","2.699,95","2.644,30","2.700,19","2.644,30","11,58B","1,82%"
"17/09/2018","2.651,79","2.671,29","2.671,29","2.647,92","8,82B","-1,11%"
"14/09/2018","2.681,64","2.688,78","2.694,92","2.675,29","10,00B","-0,18%"
"13/09/2018","2.686,58","2.679,21","2.689,06","2.653,19","10,73B","1,15%"
"12/09/2018","2.656,11","2.659,74","2.672,07","2.647,17","9,00B","-0,33%"
"11/09/2018","2.664,80","2.668,49","2.680,57","2.652,70","9,99B","-0,18%"
"10/09/2018","2.669,48","2.698,01","2.703,43","2.667,32","10,36B","-1,21%"
"07/09/2018","2.702,30","2.696,68","2.728,55","2.683,72","10,75B","0,40%"
"06/09/2018","2.691,59","2.697,58","2.719,41","2.683,74","9,90B","-0,47%"
"05/09/2018","2.704,34","2.741,38","2.745,47","2.704,34","10,50B","-1,68%"
"04/09/2018","2.750,58","2.720,65","2.756,61","2.712,38","10,90B","1,10%"
"03/09/2018","2.720,73","2.716,40","2.722,85","2.692,36","10,22B","-0,17%"
"31/08/2018","2.725,25","2.730,11","2.744,63","2.710,54","10,98B","-0,46%"
"30/08/2018","2.737,74","2.769,33","2.780,53","2.736,35","10,61B","-1,14%"
"29/08/2018","2.769,29","2.774,86","2.778,54","2.762,35","10,02B","-0,31%"
"28/08/2018","2.777,98","2.782,29","2.791,39","2.769,40","11,87B","-0,10%"
"27/08/2018","2.780,90","2.736,32","2.780,90","2.736,32","13,28B","1,89%"
"24/08/2018","2.729,43","2.717,08","2.748,82","2.705,32","10,05B","0,18%"
"23/08/2018","2.724,62","2.714,87","2.736,01","2.700,80","9,84B","0,37%"
"22/08/2018","2.714,61","2.731,96","2.731,96","2.709,06","9,37B","-0,70%"
"21/08/2018","2.733,83","2.700,34","2.739,17","2.696,29","11,36B","1,31%"
"20/08/2018","2.698,47","2.673,07","2.698,47","2.653,11","11,08B","1,11%"
"17/08/2018","2.668,97","2.723,89","2.730,33","2.665,59","11,24B","-1,34%"
"16/08/2018","2.705,19","2.691,43","2.732,95","2.672,74","12,03B","-0,66%"
"15/08/2018","2.723,26","2.777,25","2.777,70","2.721,24","11,62B","-2,07%"
"14/08/2018","2.780,96","2.780,74","2.789,44","2.766,57","10,96B","-0,18%"
"13/08/2018","2.785,87","2.769,02","2.789,80","2.742,56","12,75B","-0,34%"
"10/08/2018","2.795,31","2.791,40","2.806,11","2.777,51","12,15B","0,03%"
"09/08/2018","2.794,38","2.729,58","2.801,66","2.726,22","15,17B","1,83%"
"08/08/2018","2.744,07","2.771,13","2.779,91","2.741,07","14,77B","-1,27%"
"07/08/2018","2.779,37","2.711,74","2.779,37","2.696,04","14,96B","2,74%"
"06/08/2018","2.705,16","2.736,53","2.760,47","2.692,32","12,98B","-1,29%"
"03/08/2018","2.740,44","2.763,40","2.777,66","2.740,43","12,70B","-1,00%"
"02/08/2018","2.768,02","2.815,34","2.815,34","2.726,48","17,42B","-2,00%"
"01/08/2018","2.824,53","2.882,51","2.897,40","2.823,93","14,95B","-1,80%"
"31/07/2018","2.876,40","2.866,90","2.884,68","2.854,32","11,89B","0,26%"
"30/07/2018","2.869,05","2.871,94","2.896,01","2.850,30","15,17B","-0,16%"
"27/07/2018","2.873,59","2.879,69","2.889,69","2.864,11","14,64B","-0,30%"
"26/07/2018","2.882,23","2.905,79","2.915,30","2.875,70","16,84B","-0,74%"
"25/07/2018","2.903,65","2.911,45","2.912,31","2.894,04","16,78B","-0,07%"
"24/07/2018","2.905,56","2.862,27","2.911,46","2.862,27","22,96B","1,61%"
"23/07/2018","2.859,54","2.815,20","2.863,57","2.809,62","17,34B","1,07%"
"20/07/2018","2.829,27","2.769,75","2.837,86","2.753,84","14,59B","2,05%"
"19/07/2018","2.772,55","2.791,02","2.805,01","2.764,49","11,45B","-0,53%"
"18/07/2018","2.787,26","2.801,78","2.818,40","2.786,04","12,10B","-0,39%"
"17/07/2018","2.798,13","2.806,89","2.806,92","2.774,76","10,54B","-0,57%"
"16/07/2018","2.814,04","2.827,08","2.837,51","2.804,49","10,78B","-0,61%"
"13/07/2018","2.831,18","2.831,43","2.835,46","2.818,85","11,77B","-0,23%"
"12/07/2018","2.837,66","2.771,04","2.844,19","2.771,04","14,70B","2,16%"
"11/07/2018","2.777,77","2.780,70","2.794,36","2.752,43","12,68B","-1,76%"
"10/07/2018","2.827,63","2.819,71","2.828,49","2.800,63","11,71B","0,44%"
"09/07/2018","2.815,11","2.752,45","2.815,79","2.752,45","12,15B","2,47%"
"06/07/2018","2.747,23","2.731,35","2.768,87","2.691,02","13,63B","0,49%"
"05/07/2018","2.733,88","2.755,34","2.777,52","2.727,94","12,92B","-0,92%"
"04/07/2018","2.759,13","2.776,63","2.793,18","2.754,16","12,33B","-1,00%"
"03/07/2018","2.786,89","2.774,57","2.786,89","2.722,45","14,25B","0,41%"
"02/07/2018","2.775,56","2.841,58","2.845,68","2.756,82","13,70B","-2,52%"
"29/06/2018","2.847,42","2.789,81","2.848,37","2.782,38","12,57B","2,17%"
"28/06/2018","2.786,90","2.799,90","2.825,99","2.782,45","11,84B","-0,93%"
"27/06/2018","2.813,18","2.842,40","2.854,26","2.798,80","12,94B","-1,10%"
"26/06/2018","2.844,51","2.829,99","2.850,24","2.803,79","12,59B","-0,52%"
"25/06/2018","2.859,34","2.903,45","2.908,62","2.857,87","12,19B","-1,05%"
"22/06/2018","2.889,76","2.855,58","2.891,97","2.837,14","12,61B","0,49%"
"21/06/2018","2.875,81","2.912,00","2.940,59","2.872,62","15,44B","-1,37%"
"20/06/2018","2.915,73","2.889,98","2.925,56","2.872,16","14,43B","0,27%"
"19/06/2018","2.907,82","2.982,65","2.984,97","2.871,35","23,06B","-3,78%"
"15/06/2018","3.021,90","3.037,45","3.048,80","3.008,73","14,45B","-0,73%"
"14/06/2018","3.044,16","3.038,07","3.066,05","3.032,41","11,55B","-0,18%"
"13/06/2018","3.049,80","3.071,46","3.071,46","3.044,12","11,96B","-0,97%"
"12/06/2018","3.079,80","3.053,03","3.081,45","3.034,10","11,33B","0,89%"
"11/06/2018","3.052,78","3.057,34","3.063,61","3.037,91","10,86B","-0,47%"
"08/06/2018","3.067,15","3.100,60","3.100,68","3.053,29","13,47B","-1,36%"
"07/06/2018","3.109,50","3.121,18","3.128,72","3.105,58","12,78B","-0,18%"
"06/06/2018","3.115,18","3.109,17","3.117,53","3.103,53","12,02B","0,03%"
"05/06/2018","3.114,21","3.088,01","3.114,77","3.080,05","11,87B","0,74%"
"04/06/2018","3.091,19","3.083,43","3.098,40","3.076,99","11,46B","0,52%"
"01/06/2018","3.075,14","3.084,75","3.102,09","3.059,79","12,99B","-0,66%"
"31/05/2018","3.095,47","3.061,83","3.098,08","3.054,27","14,05B","1,78%"
"30/05/2018","3.041,44","3.081,14","3.085,40","3.041,00","15,51B","-2,53%"
"29/05/2018","3.120,46","3.129,62","3.143,21","3.112,15","13,57B","-0,47%"
"28/05/2018","3.135,08","3.136,81","3.149,66","3.115,96","12,88B","-0,20%"
"25/05/2018","3.141,30","3.148,41","3.156,73","3.131,07","12,86B","-0,42%"
"24/05/2018","3.154,65","3.167,94","3.173,53","3.152,07","12,41B","-0,45%"
"23/05/2018","3.168,96","3.205,44","3.205,44","3.168,96","15,78B","-1,41%"
"22/05/2018","3.214,35","3.211,25","3.214,59","3.192,23","14,43B","0,02%"
"21/05/2018","3.213,84","3.206,18","3.219,74","3.203,34","16,45B","0,64%"
"18/05/2018","3.193,30","3.151,08","3.193,45","3.144,78","13,65B","1,24%"
"17/05/2018","3.154,28","3.170,01","3.172,77","3.148,62","11,40B","-0,48%"
"16/05/2018","3.169,57","3.180,23","3.191,95","3.166,81","13,05B","-0,71%"
"15/05/2018","3.192,12","3.180,42","3.192,81","3.164,52","12,45B","0,57%"
"14/05/2018","3.174,03","3.167,04","3.183,82","3.163,48","12,93B","0,34%"
"11/05/2018","3.163,26","3.179,80","3.180,76","3.162,21","13,07B","-0,35%"
"10/05/2018","3.174,41","3.169,05","3.176,14","3.155,53","13,30B","0,48%"
"09/05/2018","3.159,15","3.160,14","3.165,37","3.145,66","12,26B","-0,07%"
"08/05/2018","3.161,50","3.135,30","3.169,70","3.134,06","14,69B","0,79%"
"07/05/2018","3.136,64","3.094,90","3.136,84","3.091,66","13,89B","1,48%"
"04/05/2018","3.091,03","3.093,12","3.104,09","3.086,78","11,87B","-0,32%"
"03/05/2018","3.100,86","3.074,52","3.105,66","3.056,16","14,00B","0,64%"
"02/05/2018","3.081,18","3.087,41","3.097,60","3.064,76","13,42B","-0,03%"
"27/04/2018","3.082,23","3.082,41","3.088,03","3.049,91","13,12B","0,23%"
"26/04/2018","3.075,03","3.119,50","3.121,93","3.067,93","13,40B","-1,38%"
"25/04/2018","3.117,97","3.112,40","3.122,91","3.107,00","12,73B","-0,35%"
"24/04/2018","3.128,93","3.069,75","3.136,04","3.069,75","16,23B","1,99%"
"23/04/2018","3.068,01","3.063,44","3.085,06","3.045,94","13,17B","-0,11%"
"20/04/2018","3.071,54","3.105,46","3.111,17","3.065,92","15,51B","-1,47%"
"19/04/2018","3.117,38","3.094,27","3.127,44","3.090,29","16,01B","0,84%"
"18/04/2018","3.091,40","3.091,91","3.096,89","3.041,62","15,93B","0,80%"
"17/04/2018","3.066,80","3.112,97","3.118,76","3.064,03","14,72B","-1,41%"
"16/04/2018","3.110,65","3.152,89","3.153,11","3.096,10","15,44B","-1,53%"
"13/04/2018","3.159,05","3.192,04","3.197,90","3.155,51","12,76B","-0,66%"
"12/04/2018","3.180,16","3.203,28","3.205,25","3.177,05","14,82B","-0,87%"
"11/04/2018","3.208,08","3.197,37","3.220,85","3.191,59","17,59B","0,56%"
"10/04/2018","3.190,32","3.144,26","3.190,65","3.139,08","16,82B","1,66%"
"09/04/2018","3.138,29","3.125,44","3.146,09","3.110,30","13,96B","0,23%"
"04/04/2018","3.131,11","3.147,05","3.163,34","3.128,87","14,70B","-0,18%"
"03/04/2018","3.136,63","3.130,01","3.144,33","3.119,13","15,22B","-0,84%"
"02/04/2018","3.163,18","3.169,78","3.192,34","3.159,99","17,77B","-0,18%"
"30/03/2018","3.168,90","3.161,79","3.177,72","3.152,89","15,46B","0,26%"
"29/03/2018","3.160,53","3.127,26","3.174,51","3.098,25","17,03B","1,22%"
"28/03/2018","3.122,29","3.130,57","3.165,21","3.117,53","16,35B","-1,40%"
"27/03/2018","3.166,65","3.164,80","3.172,78","3.143,57","18,91B","1,05%"
"26/03/2018","3.133,72","3.117,32","3.134,28","3.091,46","18,64B","-0,60%"
"23/03/2018","3.152,76","3.172,77","3.188,24","3.110,66","27,55B","-3,39%"
"22/03/2018","3.263,48","3.281,26","3.288,80","3.242,76","15,04B","-0,53%"
"21/03/2018","3.280,95","3.299,73","3.314,21","3.268,88","16,84B","-0,29%"
"20/03/2018","3.290,64","3.257,22","3.292,57","3.252,43","13,99B","0,35%"
"19/03/2018","3.279,25","3.264,93","3.280,57","3.251,05","13,80B","0,29%"
"16/03/2018","3.269,88","3.290,21","3.300,57","3.269,28","14,12B","-0,65%"
"15/03/2018","3.291,11","3.277,51","3.297,10","3.273,20","14,86B","-0,01%"
"14/03/2018","3.291,38","3.298,67","3.304,98","3.287,36","15,75B","-0,57%"
"13/03/2018","3.310,24","3.324,12","3.333,88","3.307,38","17,71B","-0,49%"
"12/03/2018","3.326,70","3.319,21","3.333,56","3.313,56","20,65B","0,59%"
"09/03/2018","3.307,17","3.291,43","3.309,72","3.283,56","16,84B","0,57%"
"08/03/2018","3.288,41","3.268,35","3.289,50","3.261,55","14,98B","0,51%"
"07/03/2018","3.271,67","3.288,86","3.308,41","3.264,76","16,87B","-0,55%"
"06/03/2018","3.289,64","3.266,49","3.290,25","3.243,65","19,54B","1,00%"
"05/03/2018","3.256,93","3.255,87","3.269,40","3.236,72","14,48B","0,07%"
"02/03/2018","3.254,53","3.248,45","3.269,94","3.242,27","15,09B","-0,59%"
"01/03/2018","3.273,75","3.235,09","3.280,15","3.228,58","15,91B","0,44%"
"28/02/2018","3.259,41","3.264,06","3.277,83","3.239,84","15,10B","-0,99%"
"27/02/2018","3.292,07","3.328,67","3.328,67","3.284,63","17,42B","-1,13%"
"26/02/2018","3.329,57","3.307,30","3.335,99","3.281,61","18,86B","1,23%"
"23/02/2018","3.289,02","3.275,43","3.294,13","3.258,49","14,58B","0,63%"
"22/02/2018","3.268,56","3.237,57","3.269,92","3.234,12","13,87B","2,17%"
"14/02/2018","3.199,16","3.188,25","3.203,50","3.171,38","10,03B","0,45%"
"13/02/2018","3.184,96","3.176,11","3.219,22","3.176,11","15,15B","0,98%"
"12/02/2018","3.154,13","3.128,37","3.168,13","3.113,61","15,33B","0,78%"
"09/02/2018","3.129,85","3.172,85","3.180,11","3.062,74","25,64B","-4,05%"
"08/02/2018","3.262,05","3.281,05","3.307,16","3.225,71","20,13B","-1,43%"
"07/02/2018","3.309,26","3.412,74","3.425,54","3.304,01","26,09B","-1,82%"
"06/02/2018","3.370,65","3.418,01","3.440,12","3.364,22","28,06B","-3,35%"
"05/02/2018","3.487,50","3.411,67","3.487,72","3.406,24","21,77B","0,73%"
"02/02/2018","3.462,08","3.419,22","3.463,16","3.388,86","20,81B","0,44%"
"01/02/2018","3.446,98","3.478,67","3.495,09","3.424,42","26,05B","-0,97%"
"31/01/2018","3.480,83","3.470,51","3.495,45","3.454,73","20,73B","-0,21%"
"30/01/2018","3.488,01","3.511,50","3.523,05","3.484,66","18,64B","-0,99%"
"29/01/2018","3.523,00","3.563,64","3.587,03","3.510,27","23,60B","-0,99%"
"26/01/2018","3.558,13","3.535,49","3.574,90","3.534,20","22,27B","0,28%"
"25/01/2018","3.548,31","3.555,17","3.571,48","3.528,03","24,34B","-0,31%"
"24/01/2018","3.559,47","3.553,48","3.569,49","3.527,11","25,30B","0,37%"
"23/01/2018","3.546,50","3.504,34","3.547,22","3.504,34","23,87B","1,29%"
"22/01/2018","3.501,36","3.476,99","3.503,39","3.475,67","21,75B","0,39%"
"19/01/2018","3.487,86","3.481,62","3.498,43","3.474,29","24,75B","0,38%"
"18/01/2018","3.474,75","3.449,88","3.476,55","3.448,79","22,00B","0,87%"
"17/01/2018","3.444,67","3.438,58","3.465,20","3.430,51","26,10B","0,24%"
"16/01/2018","3.436,59","3.403,47","3.437,58","3.401,96","21,15B","0,77%"
"15/01/2018","3.410,49","3.428,95","3.442,50","3.402,31","23,20B","-0,54%"
"12/01/2018","3.428,94","3.423,88","3.435,42","3.417,98","17,41B","0,11%"
"11/01/2018","3.425,34","3.415,59","3.426,48","3.405,64","17,38B","0,10%"
"10/01/2018","3.421,83","3.414,11","3.430,21","3.398,84","20,91B","0,23%"
"09/01/2018","3.413,90","3.406,11","3.417,23","3.403,59","19,15B","0,13%"
"08/01/2018","3.409,48","3.391,55","3.412,73","3.384,56","23,62B","0,52%"
"05/01/2018","3.391,75","3.386,46","3.402,07","3.380,24","21,31B","0,18%"
"04/01/2018","3.385,71","3.371,00","3.392,83","3.365,30","20,70B","0,49%"
"03/01/2018","3.369,11","3.347,74","3.379,92","3.345,29","21,38B","0,62%"
"02/01/2018","3.348,33","3.314,03","3.349,05","3.314,03","20,23B","1,24%"
